year,campus_id,campus_as_printed,period_start,period_end,source_pdf,organism,group,n_isolates,drug,percent_susceptible,flag,note,not_at12
2024,TUH-Main,TEMPLE UNIVERSITY HOSPITAL – MAIN CAMPUS,2024-01-01,2024-12-31,data/raw/parked_antibiograms/TUH_Main_Antibiogram_2024.pdf,Citrobacter koseri,gram_negative,64,amikacin,100,,,True
2024,TUH-Main,TEMPLE UNIVERSITY HOSPITAL – MAIN CAMPUS,2024-01-01,2024-12-31,data/raw/parked_antibiograms/TUH_Main_Antibiogram_2024.pdf,Citrobacter koseri,gram_negative,64,trimeth_sulfa,100,,,True
2024,TUH-Main,TEMPLE UNIVERSITY HOSPITAL – MAIN CAMPUS,2024-01-01,2024-12-31,data/raw/parked_antibiograms/TUH_Main_Antibiogram_2024.pdf,Citrobacter koseri,gram_negative,64,nitrofurantoin,,-,urinary_isolates_only,True
2024,TUH-Main,TEMPLE UNIVERSITY HOSPITAL – MAIN CAMPUS,2024-01-01,2024-12-31,data/raw/parked_antibiograms/TUH_Main_Antibiogram_2024.pdf,Citrobacter freundii complex,gram_negative,51,ampicillin,,IR,,True
2024,TUH-Main,TEMPLE UNIVERSITY HOSPITAL – MAIN CAMPUS,2024-01-01,2024-12-31,data/raw/parked_antibiograms/TUH_Main_Antibiogram_2024.pdf,Citrobacter freundii complex,gram_negative,51,amox_clav,,IR,,True
2024,TUH-Main,TEMPLE UNIVERSITY HOSPITAL – MAIN CAMPUS,2024-01-01,2024-12-31,data/raw/parked_antibiograms/TUH_Main_Antibiogram_2024.pdf,Citrobacter freundii complex,gram_negative,51,amp_sulbact,,IR,,True
2024,TUH-Main,TEMPLE UNIVERSITY HOSPITAL – MAIN CAMPUS,2024-01-01,2024-12-31,data/raw/parked_antibiograms/TUH_Main_Antibiogram_2024.pdf,Citrobacter freundii complex,gram_negative,51,cefazolin,,IR,,True
2024,TUH-Main,TEMPLE UNIVERSITY HOSPITAL – MAIN CAMPUS,2024-01-01,2024-12-31,data/raw/parked_antibiograms/TUH_Main_Antibiogram_2024.pdf,Citrobacter freundii complex,gram_negative,51,ceftazidime,80,,,True
2024,TUH-Main,TEMPLE UNIVERSITY HOSPITAL – MAIN CAMPUS,2024-01-01,2024-12-31,data/raw/parked_antibiograms/TUH_Main_Antibiogram_2024.pdf,Citrobacter freundii complex,gram_negative,51,cefepime,92,,,True
2024,TUH-Main,TEMPLE UNIVERSITY HOSPITAL – MAIN CAMPUS,2024-01-01,2024-12-31,data/raw/parked_antibiograms/TUH_Main_Antibiogram_2024.pdf,Citrobacter freundii complex,gram_negative,51,ceftriaxone,84,,,True
2024,TUH-Main,TEMPLE UNIVERSITY HOSPITAL – MAIN CAMPUS,2024-01-01,2024-12-31,data/raw/parked_antibiograms/TUH_Main_Antibiogram_2024.pdf,Citrobacter freundii complex,gram_negative,51,pip_tazo,99,,,True
2024,TUH-Main,TEMPLE UNIVERSITY HOSPITAL – MAIN CAMPUS,2024-01-01,2024-12-31,data/raw/parked_antibiograms/TUH_Main_Antibiogram_2024.pdf,Citrobacter freundii complex,gram_negative,51,aztreonam,80,,,True
2024,TUH-Main,TEMPLE UNIVERSITY HOSPITAL – MAIN CAMPUS,2024-01-01,2024-12-31,data/raw/parked_antibiograms/TUH_Main_Antibiogram_2024.pdf,Citrobacter freundii complex,gram_negative,51,ertapenem,98,,,True
2024,TUH-Main,TEMPLE UNIVERSITY HOSPITAL – MAIN CAMPUS,2024-01-01,2024-12-31,data/raw/parked_antibiograms/TUH_Main_Antibiogram_2024.pdf,Citrobacter freundii complex,gram_negative,51,meropenem,98,,,True
2024,TUH-Main,TEMPLE UNIVERSITY HOSPITAL – MAIN CAMPUS,2024-01-01,2024-12-31,data/raw/parked_antibiograms/TUH_Main_Antibiogram_2024.pdf,Citrobacter freundii complex,gram_negative,51,minocycline,,INS,,True
2024,TUH-Main,TEMPLE UNIVERSITY HOSPITAL – MAIN CAMPUS,2024-01-01,2024-12-31,data/raw/parked_antibiograms/TUH_Main_Antibiogram_2024.pdf,Citrobacter freundii complex,gram_negative,51,ciprofloxacin,84,,,True
2024,TUH-Main,TEMPLE UNIVERSITY HOSPITAL – MAIN CAMPUS,2024-01-01,2024-12-31,data/raw/parked_antibiograms/TUH_Main_Antibiogram_2024.pdf,Citrobacter freundii complex,gram_negative,51,levofloxacin,88,,,True
2024,TUH-Main,TEMPLE UNIVERSITY HOSPITAL – MAIN CAMPUS,2024-01-01,2024-12-31,data/raw/parked_antibiograms/TUH_Main_Antibiogram_2024.pdf,Citrobacter freundii complex,gram_negative,51,gentamicin,94,,,True
2024,TUH-Main,TEMPLE UNIVERSITY HOSPITAL – MAIN CAMPUS,2024-01-01,2024-12-31,data/raw/parked_antibiograms/TUH_Main_Antibiogram_2024.pdf,Citrobacter freundii complex,gram_negative,51,tobramycin,96,,,True
2024,TUH-Main,TEMPLE UNIVERSITY HOSPITAL – MAIN CAMPUS,2024-01-01,2024-12-31,data/raw/parked_antibiograms/TUH_Main_Antibiogram_2024.pdf,Citrobacter freundii complex,gram_negative,51,amikacin,98,,,True
2024,TUH-Main,TEMPLE UNIVERSITY HOSPITAL – MAIN CAMPUS,2024-01-01,2024-12-31,data/raw/parked_antibiograms/TUH_Main_Antibiogram_2024.pdf,Citrobacter freundii complex,gram_negative,51,trimeth_sulfa,92,,,True
2024,TUH-Main,TEMPLE UNIVERSITY HOSPITAL – MAIN CAMPUS,2024-01-01,2024-12-31,data/raw/parked_antibiograms/TUH_Main_Antibiogram_2024.pdf,Citrobacter freundii complex,gram_negative,51,nitrofurantoin,,INS,urinary_isolates_only,True
2024,TUH-Main,TEMPLE UNIVERSITY HOSPITAL – MAIN CAMPUS,2024-01-01,2024-12-31,data/raw/parked_antibiograms/TUH_Main_Antibiogram_2024.pdf,Klebsiella pneumoniae ssp,gram_negative,744,ampicillin,,IR,,True
2024,TUH-Main,TEMPLE UNIVERSITY HOSPITAL – MAIN CAMPUS,2024-01-01,2024-12-31,data/raw/parked_antibiograms/TUH_Main_Antibiogram_2024.pdf,Klebsiella pneumoniae ssp,gram_negative,744,amox_clav,81,,,True
2024,TUH-Main,TEMPLE UNIVERSITY HOSPITAL – MAIN CAMPUS,2024-01-01,2024-12-31,data/raw/parked_antibiograms/TUH_Main_Antibiogram_2024.pdf,Klebsiella pneumoniae ssp,gram_negative,744,amp_sulbact,60,,,True
2024,TUH-Main,TEMPLE UNIVERSITY HOSPITAL – MAIN CAMPUS,2024-01-01,2024-12-31,data/raw/parked_antibiograms/TUH_Main_Antibiogram_2024.pdf,Klebsiella pneumoniae ssp,gram_negative,744,cefazolin,61,,,True
2024,TUH-Main,TEMPLE UNIVERSITY HOSPITAL – MAIN CAMPUS,2024-01-01,2024-12-31,data/raw/parked_antibiograms/TUH_Main_Antibiogram_2024.pdf,Klebsiella pneumoniae ssp,gram_negative,744,ceftazidime,72,,,True
2024,TUH-Main,TEMPLE UNIVERSITY HOSPITAL – MAIN CAMPUS,2024-01-01,2024-12-31,data/raw/parked_antibiograms/TUH_Main_Antibiogram_2024.pdf,Klebsiella pneumoniae ssp,gram_negative,744,cefepime,74,,,True
2024,TUH-Main,TEMPLE UNIVERSITY HOSPITAL – MAIN CAMPUS,2024-01-01,2024-12-31,data/raw/parked_antibiograms/TUH_Main_Antibiogram_2024.pdf,Klebsiella pneumoniae ssp,gram_negative,744,ceftriaxone,72,,,True
2024,TUH-Main,TEMPLE UNIVERSITY HOSPITAL – MAIN CAMPUS,2024-01-01,2024-12-31,data/raw/parked_antibiograms/TUH_Main_Antibiogram_2024.pdf,Klebsiella pneumoniae ssp,gram_negative,744,pip_tazo,82,,,True
2024,TUH-Main,TEMPLE UNIVERSITY HOSPITAL – MAIN CAMPUS,2024-01-01,2024-12-31,data/raw/parked_antibiograms/TUH_Main_Antibiogram_2024.pdf,Klebsiella pneumoniae ssp,gram_negative,744,aztreonam,73,,,True
2024,TUH-Main,TEMPLE UNIVERSITY HOSPITAL – MAIN CAMPUS,2024-01-01,2024-12-31,data/raw/parked_antibiograms/TUH_Main_Antibiogram_2024.pdf,Klebsiella pneumoniae ssp,gram_negative,744,ertapenem,96,,,True
2024,TUH-Main,TEMPLE UNIVERSITY HOSPITAL – MAIN CAMPUS,2024-01-01,2024-12-31,data/raw/parked_antibiograms/TUH_Main_Antibiogram_2024.pdf,Klebsiella pneumoniae ssp,gram_negative,744,meropenem,97,,,True
2024,TUH-Main,TEMPLE UNIVERSITY HOSPITAL – MAIN CAMPUS,2024-01-01,2024-12-31,data/raw/parked_antibiograms/TUH_Main_Antibiogram_2024.pdf,Klebsiella pneumoniae ssp,gram_negative,744,minocycline,,-,,True
2024,TUH-Main,TEMPLE UNIVERSITY HOSPITAL – MAIN CAMPUS,2024-01-01,2024-12-31,data/raw/parked_antibiograms/TUH_Main_Antibiogram_2024.pdf,Klebsiella pneumoniae ssp,gram_negative,744,ciprofloxacin,68,,,True
2024,TUH-Main,TEMPLE UNIVERSITY HOSPITAL – MAIN CAMPUS,2024-01-01,2024-12-31,data/raw/parked_antibiograms/TUH_Main_Antibiogram_2024.pdf,Klebsiella pneumoniae ssp,gram_negative,744,levofloxacin,73,,,True
2024,TUH-Main,TEMPLE UNIVERSITY HOSPITAL – MAIN CAMPUS,2024-01-01,2024-12-31,data/raw/parked_antibiograms/TUH_Main_Antibiogram_2024.pdf,Klebsiella pneumoniae ssp,gram_negative,744,gentamicin,89,,,True
2024,TUH-Main,TEMPLE UNIVERSITY HOSPITAL – MAIN CAMPUS,2024-01-01,2024-12-31,data/raw/parked_antibiograms/TUH_Main_Antibiogram_2024.pdf,Klebsiella pneumoniae ssp,gram_negative,744,tobramycin,84,,,True
2024,TUH-Main,TEMPLE UNIVERSITY HOSPITAL – MAIN CAMPUS,2024-01-01,2024-12-31,data/raw/parked_antibiograms/TUH_Main_Antibiogram_2024.pdf,Klebsiella pneumoniae ssp,gram_negative,744,amikacin,100,,,True
2024,TUH-Main,TEMPLE UNIVERSITY HOSPITAL – MAIN CAMPUS,2024-01-01,2024-12-31,data/raw/parked_antibiograms/TUH_Main_Antibiogram_2024.pdf,Klebsiella pneumoniae ssp,gram_negative,744,trimeth_sulfa,72,,,True
2024,TUH-Main,TEMPLE UNIVERSITY HOSPITAL – MAIN CAMPUS,2024-01-01,2024-12-31,data/raw/parked_antibiograms/TUH_Main_Antibiogram_2024.pdf,Klebsiella pneumoniae ssp,gram_negative,744,nitrofurantoin,45,,urinary_isolates_only,True
2024,TUH-Main,TEMPLE UNIVERSITY HOSPITAL – MAIN CAMPUS,2024-01-01,2024-12-31,data/raw/parked_antibiograms/TUH_Main_Antibiogram_2024.pdf,Klebsiella oxytoca,gram_negative,101,ampicillin,,IR,,True
2024,TUH-Main,TEMPLE UNIVERSITY HOSPITAL – MAIN CAMPUS,2024-01-01,2024-12-31,data/raw/parked_antibiograms/TUH_Main_Antibiogram_2024.pdf,Klebsiella oxytoca,gram_negative,101,amox_clav,87,,,True
2024,TUH-Main,TEMPLE UNIVERSITY HOSPITAL – MAIN CAMPUS,2024-01-01,2024-12-31,data/raw/parked_antibiograms/TUH_Main_Antibiogram_2024.pdf,Klebsiella oxytoca,gram_negative,101,amp_sulbact,53,,,True
2024,TUH-Main,TEMPLE UNIVERSITY HOSPITAL – MAIN CAMPUS,2024-01-01,2024-12-31,data/raw/parked_antibiograms/TUH_Main_Antibiogram_2024.pdf,Klebsiella oxytoca,gram_negative,101,cefazolin,46,,,True
2024,TUH-Main,TEMPLE UNIVERSITY HOSPITAL – MAIN CAMPUS,2024-01-01,2024-12-31,data/raw/parked_antibiograms/TUH_Main_Antibiogram_2024.pdf,Klebsiella oxytoca,gram_negative,101,ceftazidime,98,,,True
2024,TUH-Main,TEMPLE UNIVERSITY HOSPITAL – MAIN CAMPUS,2024-01-01,2024-12-31,data/raw/parked_antibiograms/TUH_Main_Antibiogram_2024.pdf,Klebsiella oxytoca,gram_negative,101,cefepime,99,,,True
2024,TUH-Main,TEMPLE UNIVERSITY HOSPITAL – MAIN CAMPUS,2024-01-01,2024-12-31,data/raw/parked_antibiograms/TUH_Main_Antibiogram_2024.pdf,Klebsiella oxytoca,gram_negative,101,ceftriaxone,92,,,True
2024,TUH-Main,TEMPLE UNIVERSITY HOSPITAL – MAIN CAMPUS,2024-01-01,2024-12-31,data/raw/parked_antibiograms/TUH_Main_Antibiogram_2024.pdf,Klebsiella oxytoca,gram_negative,101,pip_tazo,93,,,True
2024,TUH-Main,TEMPLE UNIVERSITY HOSPITAL – MAIN CAMPUS,2024-01-01,2024-12-31,data/raw/parked_antibiograms/TUH_Main_Antibiogram_2024.pdf,Klebsiella oxytoca,gram_negative,101,aztreonam,94,,,True
2024,TUH-Main,TEMPLE UNIVERSITY HOSPITAL – MAIN CAMPUS,2024-01-01,2024-12-31,data/raw/parked_antibiograms/TUH_Main_Antibiogram_2024.pdf,Klebsiella oxytoca,gram_negative,101,ertapenem,100,,,True
2024,TUH-Main,TEMPLE UNIVERSITY HOSPITAL – MAIN CAMPUS,2024-01-01,2024-12-31,data/raw/parked_antibiograms/TUH_Main_Antibiogram_2024.pdf,Klebsiella oxytoca,gram_negative,101,meropenem,100,,,True
2024,TUH-Main,TEMPLE UNIVERSITY HOSPITAL – MAIN CAMPUS,2024-01-01,2024-12-31,data/raw/parked_antibiograms/TUH_Main_Antibiogram_2024.pdf,Klebsiella oxytoca,gram_negative,101,minocycline,97,,,True
2024,TUH-Main,TEMPLE UNIVERSITY HOSPITAL – MAIN CAMPUS,2024-01-01,2024-12-31,data/raw/parked_antibiograms/TUH_Main_Antibiogram_2024.pdf,Klebsiella oxytoca,gram_negative,101,ciprofloxacin,93,,,True
2024,TUH-Main,TEMPLE UNIVERSITY HOSPITAL – MAIN CAMPUS,2024-01-01,2024-12-31,data/raw/parked_antibiograms/TUH_Main_Antibiogram_2024.pdf,Klebsiella oxytoca,gram_negative,101,levofloxacin,97,,,True
2024,TUH-Main,TEMPLE UNIVERSITY HOSPITAL – MAIN CAMPUS,2024-01-01,2024-12-31,data/raw/parked_antibiograms/TUH_Main_Antibiogram_2024.pdf,Klebsiella oxytoca,gram_negative,101,gentamicin,99,,,True
2024,TUH-Main,TEMPLE UNIVERSITY HOSPITAL – MAIN CAMPUS,2024-01-01,2024-12-31,data/raw/parked_antibiograms/TUH_Main_Antibiogram_2024.pdf,Klebsiella oxytoca,gram_negative,101,tobramycin,98,,,True
2024,TUH-Main,TEMPLE UNIVERSITY HOSPITAL – MAIN CAMPUS,2024-01-01,2024-12-31,data/raw/parked_antibiograms/TUH_Main_Antibiogram_2024.pdf,Klebsiella oxytoca,gram_negative,101,amikacin,100,,,True
2024,TUH-Main,TEMPLE UNIVERSITY HOSPITAL – MAIN CAMPUS,2024-01-01,2024-12-31,data/raw/parked_antibiograms/TUH_Main_Antibiogram_2024.pdf,Klebsiella oxytoca,gram_negative,101,trimeth_sulfa,95,,,True
2024,TUH-Main,TEMPLE UNIVERSITY HOSPITAL – MAIN CAMPUS,2024-01-01,2024-12-31,data/raw/parked_antibiograms/TUH_Main_Antibiogram_2024.pdf,Klebsiella oxytoca,gram_negative,101,nitrofurantoin,89,,urinary_isolates_only,True
2024,TUH-Main,TEMPLE UNIVERSITY HOSPITAL – MAIN CAMPUS,2024-01-01,2024-12-31,data/raw/parked_antibiograms/TUH_Main_Antibiogram_2024.pdf,Klebsiella aerogenes,gram_negative,87,ampicillin,,IR,,True
2024,TUH-Main,TEMPLE UNIVERSITY HOSPITAL – MAIN CAMPUS,2024-01-01,2024-12-31,data/raw/parked_antibiograms/TUH_Main_Antibiogram_2024.pdf,Klebsiella aerogenes,gram_negative,87,amox_clav,,IR,,True
2024,TUH-Main,TEMPLE UNIVERSITY HOSPITAL – MAIN CAMPUS,2024-01-01,2024-12-31,data/raw/parked_antibiograms/TUH_Main_Antibiogram_2024.pdf,Klebsiella aerogenes,gram_negative,87,amp_sulbact,,IR,,True
2024,TUH-Main,TEMPLE UNIVERSITY HOSPITAL – MAIN CAMPUS,2024-01-01,2024-12-31,data/raw/parked_antibiograms/TUH_Main_Antibiogram_2024.pdf,Klebsiella aerogenes,gram_negative,87,cefazolin,,IR,,True
2024,TUH-Main,TEMPLE UNIVERSITY HOSPITAL – MAIN CAMPUS,2024-01-01,2024-12-31,data/raw/parked_antibiograms/TUH_Main_Antibiogram_2024.pdf,Klebsiella aerogenes,gram_negative,87,ceftazidime,66,,,True
2024,TUH-Main,TEMPLE UNIVERSITY HOSPITAL – MAIN CAMPUS,2024-01-01,2024-12-31,data/raw/parked_antibiograms/TUH_Main_Antibiogram_2024.pdf,Klebsiella aerogenes,gram_negative,87,cefepime,94,,,True
2024,TUH-Main,TEMPLE UNIVERSITY HOSPITAL – MAIN CAMPUS,2024-01-01,2024-12-31,data/raw/parked_antibiograms/TUH_Main_Antibiogram_2024.pdf,Klebsiella aerogenes,gram_negative,87,ceftriaxone,65,,,True
2024,TUH-Main,TEMPLE UNIVERSITY HOSPITAL – MAIN CAMPUS,2024-01-01,2024-12-31,data/raw/parked_antibiograms/TUH_Main_Antibiogram_2024.pdf,Klebsiella aerogenes,gram_negative,87,pip_tazo,69,,,True
2024,TUH-Main,TEMPLE UNIVERSITY HOSPITAL – MAIN CAMPUS,2024-01-01,2024-12-31,data/raw/parked_antibiograms/TUH_Main_Antibiogram_2024.pdf,Klebsiella aerogenes,gram_negative,87,aztreonam,67,,,True
2024,TUH-Main,TEMPLE UNIVERSITY HOSPITAL – MAIN CAMPUS,2024-01-01,2024-12-31,data/raw/parked_antibiograms/TUH_Main_Antibiogram_2024.pdf,Klebsiella aerogenes,gram_negative,87,ertapenem,98,,,True
2024,TUH-Main,TEMPLE UNIVERSITY HOSPITAL – MAIN CAMPUS,2024-01-01,2024-12-31,data/raw/parked_antibiograms/TUH_Main_Antibiogram_2024.pdf,Klebsiella aerogenes,gram_negative,87,meropenem,100,,,True
2024,TUH-Main,TEMPLE UNIVERSITY HOSPITAL – MAIN CAMPUS,2024-01-01,2024-12-31,data/raw/parked_antibiograms/TUH_Main_Antibiogram_2024.pdf,Klebsiella aerogenes,gram_negative,87,minocycline,92,,,True
2024,TUH-Main,TEMPLE UNIVERSITY HOSPITAL – MAIN CAMPUS,2024-01-01,2024-12-31,data/raw/parked_antibiograms/TUH_Main_Antibiogram_2024.pdf,Klebsiella aerogenes,gram_negative,87,ciprofloxacin,98,,,True
2024,TUH-Main,TEMPLE UNIVERSITY HOSPITAL – MAIN CAMPUS,2024-01-01,2024-12-31,data/raw/parked_antibiograms/TUH_Main_Antibiogram_2024.pdf,Klebsiella aerogenes,gram_negative,87,levofloxacin,99,,,True
2024,TUH-Main,TEMPLE UNIVERSITY HOSPITAL – MAIN CAMPUS,2024-01-01,2024-12-31,data/raw/parked_antibiograms/TUH_Main_Antibiogram_2024.pdf,Klebsiella aerogenes,gram_negative,87,gentamicin,100,,,True
2024,TUH-Main,TEMPLE UNIVERSITY HOSPITAL – MAIN CAMPUS,2024-01-01,2024-12-31,data/raw/parked_antibiograms/TUH_Main_Antibiogram_2024.pdf,Klebsiella aerogenes,gram_negative,87,tobramycin,100,,,True
2024,TUH-Main,TEMPLE UNIVERSITY HOSPITAL – MAIN CAMPUS,2024-01-01,2024-12-31,data/raw/parked_antibiograms/TUH_Main_Antibiogram_2024.pdf,Klebsiella aerogenes,gram_negative,87,amikacin,100,,,True
2024,TUH-Main,TEMPLE UNIVERSITY HOSPITAL – MAIN CAMPUS,2024-01-01,2024-12-31,data/raw/parked_antibiograms/TUH_Main_Antibiogram_2024.pdf,Klebsiella aerogenes,gram_negative,87,trimeth_sulfa,98,,,True
2024,TUH-Main,TEMPLE UNIVERSITY HOSPITAL – MAIN CAMPUS,2024-01-01,2024-12-31,data/raw/parked_antibiograms/TUH_Main_Antibiogram_2024.pdf,Klebsiella aerogenes,gram_negative,87,nitrofurantoin,57,,urinary_isolates_only,True
2024,TUH-Main,TEMPLE UNIVERSITY HOSPITAL – MAIN CAMPUS,2024-01-01,2024-12-31,data/raw/parked_antibiograms/TUH_Main_Antibiogram_2024.pdf,Enterobacter cloacae complex,gram_negative,213,ampicillin,,IR,,True
2024,TUH-Main,TEMPLE UNIVERSITY HOSPITAL – MAIN CAMPUS,2024-01-01,2024-12-31,data/raw/parked_antibiograms/TUH_Main_Antibiogram_2024.pdf,Enterobacter cloacae complex,gram_negative,213,amox_clav,,IR,,True
2024,TUH-Main,TEMPLE UNIVERSITY HOSPITAL – MAIN CAMPUS,2024-01-01,2024-12-31,data/raw/parked_antibiograms/TUH_Main_Antibiogram_2024.pdf,Enterobacter cloacae complex,gram_negative,213,amp_sulbact,,IR,,True
2024,TUH-Main,TEMPLE UNIVERSITY HOSPITAL – MAIN CAMPUS,2024-01-01,2024-12-31,data/raw/parked_antibiograms/TUH_Main_Antibiogram_2024.pdf,Enterobacter cloacae complex,gram_negative,213,cefazolin,,IR,,True
2024,TUH-Main,TEMPLE UNIVERSITY HOSPITAL – MAIN CAMPUS,2024-01-01,2024-12-31,data/raw/parked_antibiograms/TUH_Main_Antibiogram_2024.pdf,Enterobacter cloacae complex,gram_negative,213,ceftazidime,74,,,True
2024,TUH-Main,TEMPLE UNIVERSITY HOSPITAL – MAIN CAMPUS,2024-01-01,2024-12-31,data/raw/parked_antibiograms/TUH_Main_Antibiogram_2024.pdf,Enterobacter cloacae complex,gram_negative,213,cefepime,86,,,True
2024,TUH-Main,TEMPLE UNIVERSITY HOSPITAL – MAIN CAMPUS,2024-01-01,2024-12-31,data/raw/parked_antibiograms/TUH_Main_Antibiogram_2024.pdf,Enterobacter cloacae complex,gram_negative,213,ceftriaxone,71,,,True
2024,TUH-Main,TEMPLE UNIVERSITY HOSPITAL – MAIN CAMPUS,2024-01-01,2024-12-31,data/raw/parked_antibiograms/TUH_Main_Antibiogram_2024.pdf,Enterobacter cloacae complex,gram_negative,213,pip_tazo,77,,,True
2024,TUH-Main,TEMPLE UNIVERSITY HOSPITAL – MAIN CAMPUS,2024-01-01,2024-12-31,data/raw/parked_antibiograms/TUH_Main_Antibiogram_2024.pdf,Enterobacter cloacae complex,gram_negative,213,aztreonam,77,,,True
2024,TUH-Main,TEMPLE UNIVERSITY HOSPITAL – MAIN CAMPUS,2024-01-01,2024-12-31,data/raw/parked_antibiograms/TUH_Main_Antibiogram_2024.pdf,Enterobacter cloacae complex,gram_negative,213,ertapenem,97,,,True
2024,TUH-Main,TEMPLE UNIVERSITY HOSPITAL – MAIN CAMPUS,2024-01-01,2024-12-31,data/raw/parked_antibiograms/TUH_Main_Antibiogram_2024.pdf,Enterobacter cloacae complex,gram_negative,213,meropenem,100,,,True
2024,TUH-Main,TEMPLE UNIVERSITY HOSPITAL – MAIN CAMPUS,2024-01-01,2024-12-31,data/raw/parked_antibiograms/TUH_Main_Antibiogram_2024.pdf,Enterobacter cloacae complex,gram_negative,213,minocycline,85,,,True
2024,TUH-Main,TEMPLE UNIVERSITY HOSPITAL – MAIN CAMPUS,2024-01-01,2024-12-31,data/raw/parked_antibiograms/TUH_Main_Antibiogram_2024.pdf,Enterobacter cloacae complex,gram_negative,213,ciprofloxacin,92,,,True
2024,TUH-Main,TEMPLE UNIVERSITY HOSPITAL – MAIN CAMPUS,2024-01-01,2024-12-31,data/raw/parked_antibiograms/TUH_Main_Antibiogram_2024.pdf,Enterobacter cloacae complex,gram_negative,213,levofloxacin,95,,,True
2024,TUH-Main,TEMPLE UNIVERSITY HOSPITAL – MAIN CAMPUS,2024-01-01,2024-12-31,data/raw/parked_antibiograms/TUH_Main_Antibiogram_2024.pdf,Enterobacter cloacae complex,gram_negative,213,gentamicin,99,,,True
2024,TUH-Main,TEMPLE UNIVERSITY HOSPITAL – MAIN CAMPUS,2024-01-01,2024-12-31,data/raw/parked_antibiograms/TUH_Main_Antibiogram_2024.pdf,Enterobacter cloacae complex,gram_negative,213,tobramycin,98,,,True
2024,TUH-Main,TEMPLE UNIVERSITY HOSPITAL – MAIN CAMPUS,2024-01-01,2024-12-31,data/raw/parked_antibiograms/TUH_Main_Antibiogram_2024.pdf,Enterobacter cloacae complex,gram_negative,213,amikacin,100,,,True
2024,TUH-Main,TEMPLE UNIVERSITY HOSPITAL – MAIN CAMPUS,2024-01-01,2024-12-31,data/raw/parked_antibiograms/TUH_Main_Antibiogram_2024.pdf,Enterobacter cloacae complex,gram_negative,213,trimeth_sulfa,88,,,True
2024,TUH-Main,TEMPLE UNIVERSITY HOSPITAL – MAIN CAMPUS,2024-01-01,2024-12-31,data/raw/parked_antibiograms/TUH_Main_Antibiogram_2024.pdf,Enterobacter cloacae complex,gram_negative,213,nitrofurantoin,33,,urinary_isolates_only,True
2024,TUH-Main,TEMPLE UNIVERSITY HOSPITAL – MAIN CAMPUS,2024-01-01,2024-12-31,data/raw/parked_antibiograms/TUH_Main_Antibiogram_2024.pdf,Morganella morganii,gram_negative,78,ampicillin,,IR,,True
2024,TUH-Main,TEMPLE UNIVERSITY HOSPITAL – MAIN CAMPUS,2024-01-01,2024-12-31,data/raw/parked_antibiograms/TUH_Main_Antibiogram_2024.pdf,Morganella morganii,gram_negative,78,amox_clav,,IR,,True
2024,TUH-Main,TEMPLE UNIVERSITY HOSPITAL – MAIN CAMPUS,2024-01-01,2024-12-31,data/raw/parked_antibiograms/TUH_Main_Antibiogram_2024.pdf,Morganella morganii,gram_negative,78,amp_sulbact,,INS,,True
2024,TUH-Main,TEMPLE UNIVERSITY HOSPITAL – MAIN CAMPUS,2024-01-01,2024-12-31,data/raw/parked_antibiograms/TUH_Main_Antibiogram_2024.pdf,Morganella morganii,gram_negative,78,cefazolin,,IR,,True
2024,TUH-Main,TEMPLE UNIVERSITY HOSPITAL – MAIN CAMPUS,2024-01-01,2024-12-31,data/raw/parked_antibiograms/TUH_Main_Antibiogram_2024.pdf,Morganella morganii,gram_negative,78,ceftazidime,86,,,True
2024,TUH-Main,TEMPLE UNIVERSITY HOSPITAL – MAIN CAMPUS,2024-01-01,2024-12-31,data/raw/parked_antibiograms/TUH_Main_Antibiogram_2024.pdf,Morganella morganii,gram_negative,78,cefepime,96,,,True
2024,TUH-Main,TEMPLE UNIVERSITY HOSPITAL – MAIN CAMPUS,2024-01-01,2024-12-31,data/raw/parked_antibiograms/TUH_Main_Antibiogram_2024.pdf,Morganella morganii,gram_negative,78,ceftriaxone,94,,,True
2024,TUH-Main,TEMPLE UNIVERSITY HOSPITAL – MAIN CAMPUS,2024-01-01,2024-12-31,data/raw/parked_antibiograms/TUH_Main_Antibiogram_2024.pdf,Morganella morganii,gram_negative,78,pip_tazo,98,,,True
2024,TUH-Main,TEMPLE UNIVERSITY HOSPITAL – MAIN CAMPUS,2024-01-01,2024-12-31,data/raw/parked_antibiograms/TUH_Main_Antibiogram_2024.pdf,Morganella morganii,gram_negative,78,aztreonam,96,,,True
2024,TUH-Main,TEMPLE UNIVERSITY HOSPITAL – MAIN CAMPUS,2024-01-01,2024-12-31,data/raw/parked_antibiograms/TUH_Main_Antibiogram_2024.pdf,Morganella morganii,gram_negative,78,ertapenem,99,,,True
2024,TUH-Main,TEMPLE UNIVERSITY HOSPITAL – MAIN CAMPUS,2024-01-01,2024-12-31,data/raw/parked_antibiograms/TUH_Main_Antibiogram_2024.pdf,Morganella morganii,gram_negative,78,meropenem,100,,,True
2024,TUH-Main,TEMPLE UNIVERSITY HOSPITAL – MAIN CAMPUS,2024-01-01,2024-12-31,data/raw/parked_antibiograms/TUH_Main_Antibiogram_2024.pdf,Morganella morganii,gram_negative,78,minocycline,,IR,,True
